# Species	Genes	Alg.-Conn.	GCF_000007045.1	GCF_000014365.1	GCF_000018965.1	GCF_000018985.1	GCF_000019005.1	GCF_000019025.1	GCF_000019265.1	GCF_000019825.1	GCF_000019985.1	GCF_000196595.1
2	2	1	*	*	*	*	WP_001847545.1	*	*	*	WP_001841477.1	*
2	2	1	*	*	WP_001105586.1	*	*	*	*	*	WP_001105586.1	*
2	2	1	*	*	WP_001185434.1	*	*	*	*	*	WP_001185435.1	*
2	2	1	*	*	WP_001809953.1	*	*	*	*	*	WP_001809953.1	*
2	2	1	*	*	WP_001810226.1	*	*	*	*	*	WP_001810226.1	*
2	2	1	*	*	WP_001818213.1	*	*	*	*	*	WP_001818213.1	*
2	2	1	*	*	WP_001820676.1	*	*	*	*	*	WP_001820676.1	*
2	2	1	*	*	WP_001833784.1	*	*	*	*	*	WP_000699329.1	*
2	2	1	*	*	WP_012677149.1	*	*	*	*	*	WP_001140063.1	*
3	3	0.982	*	*	WP_000837726.1	WP_000837726.1	*	*	WP_000837726.1	*	*	*
2	2	1	*	*	*	WP_000261154.1	*	*	WP_000989840.1	*	*	*
3	3	0.614	*	*	WP_000639852.1	WP_000339666.1	*	*	WP_012291606.1	*	*	*
3	3	0.984	*	*	WP_000343888.1	WP_000343888.1	*	*	WP_000343888.1	*	*	*
3	3	0.968	*	*	*	WP_000429437.1	*	WP_000429436.1	WP_000429436.1	*	*	*
3	3	0.986	*	*	WP_000671990.1	WP_000671990.1	*	*	WP_000671990.1	*	*	*
3	3	0.987	*	*	WP_000687787.1	WP_000687787.1	*	*	WP_000687787.1	*	*	*
3	3	0.986	*	*	WP_000698828.1	WP_000698828.1	*	*	WP_000698828.1	*	*	*
3	3	0.989	*	*	WP_000756776.1	WP_000756776.1	*	*	WP_000756776.1	*	*	*
5	5	0.926	NP_359240.1	WP_000848802.1	*	WP_000848802.1	*	WP_000848804.1	*	*	*	WP_000848804.1
2	2	1	*	*	*	WP_001157032.1	*	*	WP_000237813.1	*	*	*
3	3	0.992	*	*	WP_001812983.1	WP_001812983.1	*	*	WP_001812983.1	*	*	*
2	2	1	*	*	*	*	WP_000016384.1	*	*	*	WP_000016384.1	*
2	2	1	*	*	*	*	WP_000152346.1	*	*	*	WP_000152346.1	*
2	2	1	*	*	*	*	WP_000237133.1	*	*	*	WP_000237138.1	*
3	3	0.981	*	*	WP_000576848.1	*	WP_000576848.1	*	*	*	WP_000576848.1	*
2	2	1	*	*	*	*	WP_001086343.1	*	*	*	WP_001086343.1	*
3	3	0.86	*	*	WP_024271665.1	*	WP_001844716.1	*	*	*	WP_001212323.1	*
2	2	1	*	*	*	*	*	WP_000417039.1	*	*	*	WP_000417039.1
2	2	1	*	*	*	*	*	WP_000120514.1	*	*	*	WP_000120514.1
2	2	1	*	*	*	*	*	WP_000130088.1	*	*	*	WP_000130088.1
2	2	1	*	*	*	*	*	WP_000158202.1	*	*	*	WP_000158202.1
2	2	1	*	*	*	*	*	WP_000159340.1	*	*	*	WP_000159340.1
2	2	1	*	*	*	*	*	WP_000173115.1	*	*	*	WP_000173115.1
2	2	1	*	*	*	*	*	WP_000222518.1	*	*	*	WP_000222518.1
2	2	1	*	*	*	*	*	WP_000252455.1	*	*	*	WP_000252455.1
2	2	1	*	*	*	*	*	WP_000255647.1	*	*	*	WP_000255647.1
2	2	1	*	*	*	*	*	WP_000090006.1	*	*	*	WP_000090006.1
2	2	1	*	*	*	*	*	WP_000417519.1	*	*	*	WP_000417519.1
2	2	1	*	*	*	*	*	WP_000420313.1	*	*	*	WP_000420313.1
2	2	1	*	*	*	*	*	WP_000422980.1	*	*	*	WP_000422980.1
2	2	1	*	*	*	*	*	WP_000424684.1	*	*	*	WP_000424684.1
2	2	1	*	*	*	*	*	WP_000426663.1	*	*	*	WP_000426663.1
2	2	1	*	*	*	*	*	WP_000434505.1	*	*	*	WP_000434505.1
2	2	1	*	*	*	*	*	WP_000483697.1	*	*	*	WP_000483697.1
2	2	1	*	*	*	*	*	WP_000492144.1	*	*	*	WP_000492144.1
2	2	1	NP_358561.1	WP_000252068.1	*	*	*	*	*	*	*	*
2	2	1	NP_357911.1	WP_000091276.1	*	*	*	*	*	*	*	*
2	2	1	NP_357913.1	WP_001819836.1	*	*	*	*	*	*	*	*
2	2	1	NP_358555.1	WP_000794307.1	*	*	*	*	*	*	*	*
2	2	1	NP_358556.1	WP_000862562.1	*	*	*	*	*	*	*	*
2	2	1	NP_358557.1	WP_000809423.1	*	*	*	*	*	*	*	*
2	2	1	NP_358558.1	WP_000710678.1	*	*	*	*	*	*	*	*
2	2	1	NP_358559.1	WP_000444113.1	*	*	*	*	*	*	*	*
2	2	1	NP_358560.1	WP_000423517.1	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	WP_000497530.1	*	*	*	WP_000497530.1
2	2	1	NP_358562.1	WP_000389975.1	*	*	*	*	*	*	*	*
2	2	1	NP_358563.1	WP_000238677.1	*	*	*	*	*	*	*	*
2	2	1	NP_358564.1	WP_000270072.1	*	*	*	*	*	*	*	*
2	2	1	NP_358694.1	WP_001143843.1	*	*	*	*	*	*	*	*
2	2	1	NP_358695.1	WP_000150986.1	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	WP_000035041.1	*	*	*	WP_000035041.1
2	2	1	*	*	*	*	*	WP_000058847.1	*	*	*	WP_000058847.1
2	2	1	*	*	*	*	*	WP_000074494.1	*	*	*	WP_000074494.1
2	2	1	*	*	*	*	*	WP_001814799.1	*	*	*	WP_001814799.1
2	2	1	*	*	*	*	*	WP_001227461.1	*	*	*	WP_001227461.1
2	2	1	*	*	*	*	*	WP_001241280.1	*	*	*	WP_001241280.1
2	2	1	*	*	*	*	*	WP_001251239.1	*	*	*	WP_001251239.1
2	2	1	*	*	*	*	*	WP_001257240.1	*	*	*	WP_001257240.1
2	2	1	*	*	*	*	*	WP_001809246.1	*	*	*	WP_001809246.1
2	2	1	*	*	*	*	*	WP_001812894.1	*	*	*	WP_001812894.1
2	2	1	*	*	*	*	*	WP_001813542.1	*	*	*	WP_001813542.1
2	2	1	*	*	*	*	*	WP_001813543.1	*	*	*	WP_001813543.1
2	2	1	*	*	*	*	*	WP_001102794.1	*	*	*	WP_001102796.1
2	2	1	*	*	*	*	*	WP_001816275.1	*	*	*	WP_001816275.1
2	2	1	*	*	*	*	*	WP_001816434.1	*	*	*	WP_001816434.1
2	2	1	*	*	*	*	*	WP_001818481.1	*	*	*	WP_001818481.1
2	2	1	*	*	*	*	*	WP_001821458.1	*	*	*	WP_001821458.1
2	2	1	*	*	*	*	*	WP_001821566.1	*	*	*	WP_001821566.1
2	2	1	*	*	*	*	*	WP_001830910.1	*	*	*	WP_001830910.1
2	2	1	*	*	*	*	*	WP_013193393.1	*	*	*	WP_013193393.1
2	2	1	*	*	*	*	*	WP_029656956.1	*	*	*	WP_029656956.1
2	2	1	*	*	*	*	*	WP_000806926.1	*	*	*	WP_000806926.1
2	2	1	*	*	*	*	*	WP_000535225.1	*	*	*	WP_000535225.1
2	2	1	*	*	*	*	*	WP_000549860.1	*	*	*	WP_000549860.1
2	2	1	*	*	*	*	*	WP_000550864.1	*	*	*	WP_000550864.1
2	2	1	*	*	*	*	*	WP_000585075.1	*	*	*	WP_000585075.1
2	2	1	*	*	*	*	*	WP_000622436.1	*	*	*	WP_000622436.1
2	2	1	*	*	*	*	*	WP_000644292.1	*	*	*	WP_000644292.1
2	2	1	*	*	*	*	*	WP_000666926.1	*	*	*	WP_000666926.1
2	2	1	*	*	*	*	*	WP_000693411.1	*	*	*	WP_000693411.1
2	2	1	NP_357910.1	WP_000167408.1	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	WP_000851047.1	*	*	*	WP_000851047.1
2	2	1	*	*	*	*	*	WP_000873143.1	*	*	*	WP_000873143.1
2	2	1	*	*	*	*	*	WP_000924780.1	*	*	*	WP_000924780.1
2	2	1	*	*	*	*	*	WP_001003748.1	*	*	*	WP_001003748.1
2	2	1	*	*	*	*	*	WP_001030550.1	*	*	*	WP_001030550.1
2	2	1	*	*	*	*	*	WP_001035384.1	*	*	*	WP_001035384.1
2	2	1	*	*	*	*	*	WP_001060826.1	*	*	*	WP_001060827.1
2	2	1	*	*	*	*	*	WP_001092040.1	*	*	*	WP_001092040.1
2	2	1	*	*	*	WP_001058908.1	WP_000456433.1	*	*	*	*	*
2	2	1	*	*	*	*	WP_001840289.1	*	*	WP_024477560.1	*	*
2	2	1	*	*	*	*	WP_000586362.1	*	*	WP_049755503.1	*	*
2	2	1	*	*	*	WP_000156419.1	WP_000156422.1	*	*	*	*	*
2	2	1	*	*	*	WP_000202632.1	WP_000157674.1	*	*	*	*	*
2	2	1	*	*	*	WP_000285962.1	WP_000285962.1	*	*	*	*	*
3	3	0.962	*	WP_000443782.1	*	WP_000443782.1	WP_000443789.1	*	*	*	*	*
2	2	1	*	*	*	WP_000467732.1	WP_000467733.1	*	*	*	*	*
4	4	0.931	NP_357991.1	WP_000656846.1	*	WP_000656846.1	WP_000656846.1	*	*	*	*	*
2	2	1	*	*	*	*	WP_001843823.1	*	*	WP_001843823.1	*	*
2	2	1	*	*	*	WP_001063633.1	WP_001063632.1	*	*	*	*	*
2	2	1	*	*	*	WP_001258256.1	WP_001258257.1	*	*	*	*	*
2	2	1	*	*	*	WP_025169620.1	WP_000693116.1	*	*	*	*	*
2	2	1	*	*	*	WP_041179006.1	WP_001844438.1	*	*	*	*	*
3	3	0.927	NP_358785.1	WP_000803875.1	*	*	WP_000803875.1	*	*	*	*	*
3	3	0.932	NP_358786.1	WP_000759970.1	*	*	WP_000759971.1	*	*	*	*	*
3	3	0.934	NP_358787.1	WP_000724915.1	*	*	WP_000724918.1	*	*	*	*	*
3	3	0.951	NP_358788.1	WP_000687303.1	*	*	WP_000687304.1	*	*	*	*	*
2	2	1	*	*	*	*	WP_000490587.1	*	*	WP_000490588.1	*	*
5	5	0.926	NP_359241.1	WP_000945327.1	*	WP_000945327.1	*	WP_000945331.1	*	*	*	WP_000945331.1
5	5	0.906	NP_359239.1	WP_000996556.1	*	WP_000996558.1	*	WP_000996571.1	*	*	*	WP_000996571.1
3	3	0.68	*	*	*	WP_041179011.1	*	WP_001808905.1	*	*	*	WP_001808905.1
4	4	0.967	*	WP_000900145.1	*	WP_000900145.1	*	WP_001822607.1	*	*	*	WP_001822607.1
2	2	1	*	*	*	*	WP_000041363.1	*	*	WP_000041363.1	*	*
3	3	0.895	*	WP_000184680.1	*	*	WP_000184674.1	*	*	WP_000184684.1	*	*
2	2	1	*	*	*	*	WP_000392354.1	*	*	WP_000392356.1	*	*
5	5	0.789	NP_358553.1	WP_000390753.1	*	WP_000390754.1	WP_000417655.1	*	*	WP_000417656.1	*	*
2	2	1	*	WP_000413545.1	WP_000413545.1	*	*	*	*	*	*	*
2	2	1	*	*	*	*	WP_000548397.1	*	*	WP_000548396.1	*	*
4	4	0.545	NP_358565.1	WP_000687010.1	*	*	WP_000560322.1	*	*	WP_000560322.1	*	*
4	4	0.624	*	WP_000601688.1	*	WP_032495948.1	WP_000601688.1	*	*	WP_000601674.1	*	*
2	2	1	*	*	*	*	WP_000617538.1	*	*	WP_000617538.1	*	*
2	2	1	*	*	*	*	WP_000620361.1	*	*	WP_000620360.1	*	*
2	2	1	*	*	*	*	WP_000634194.1	*	*	WP_000634194.1	*	*
2	2	1	*	*	*	*	WP_000838665.1	*	*	WP_000838668.1	*	*
4	4	0.935	NP_357735.1	WP_000933479.1	*	*	WP_000933479.1	*	*	WP_000933479.1	*	*
2	2	1	*	WP_010976595.1	*	WP_001816511.1	*	*	*	*	*	*
3	3	0.926	NP_359358.1	WP_000786759.1	*	WP_000786759.1	*	*	*	*	*	*
3	3	0.932	NP_359359.1	WP_000875575.1	*	WP_000875571.1	*	*	*	*	*	*
3	3	0.933	NP_359361.1	WP_000912955.1	*	WP_000912954.1	*	*	*	*	*	*
3	3	0.933	NP_359360.1	WP_001033170.1	*	WP_001033170.1	*	*	*	*	*	*
3	3	0.932	NP_359143.1	WP_001267153.1	*	WP_001267153.1	*	*	*	*	*	*
3	3	0.934	NP_358085.1	WP_001286126.1	*	WP_001286128.1	*	*	*	*	*	*
2	2	1	*	WP_001814267.1	*	WP_001814267.1	*	*	*	*	*	*
2	2	1	*	WP_001815879.1	*	WP_001815879.1	*	*	*	*	*	*
3	3	0.93	NP_359362.1	WP_000701298.1	*	WP_000701298.1	*	*	*	*	*	*
4	4	0.837	NP_358064.1	WP_001093273.1	*	*	*	WP_000379956.1	*	*	*	WP_000379956.1
3	3	0.989	*	*	*	*	*	WP_000566040.1	*	WP_000566048.1	*	WP_000566040.1
3	3	0.958	*	*	*	*	*	WP_001810556.1	*	WP_001809290.1	*	WP_001810556.1
3	3	0.935	*	*	*	*	*	WP_001814666.1	*	WP_001826521.1	*	WP_001814666.1
2	2	1	*	WP_029645583.1	*	*	*	*	*	WP_029669657.1	*	*
3	3	0.988	*	WP_001808333.1	*	*	*	WP_001808333.1	*	*	*	WP_001808333.1
3	3	1	*	WP_001815739.1	*	*	*	WP_001815739.1	*	*	*	WP_001815739.1
2	2	1	NP_357909.1	WP_011681776.1	*	*	*	*	*	*	*	*
2	2	1	*	*	*	WP_012677028.1	*	*	*	WP_001810162.1	*	*
2	2	1	*	WP_000436291.1	WP_000436198.1	*	*	*	*	*	*	*
2	2	1	*	WP_000835782.1	WP_001810001.1	*	*	*	*	*	*	*
3	3	0.985	*	WP_001234361.1	WP_001234362.1	WP_025169460.1	*	*	*	*	*	*
2	2	1	*	WP_001812175.1	WP_001811689.1	*	*	*	*	*	*	*
2	2	1	*	WP_001812535.1	WP_000283762.1	*	*	*	*	*	*	*
3	3	0.994	*	WP_001856103.1	WP_000205166.1	WP_000205166.1	*	*	*	*	*	*
2	2	1	*	WP_000348829.1	*	*	WP_000348829.1	*	*	*	*	*
2	2	1	*	WP_001811881.1	*	*	WP_001811881.1	*	*	*	*	*
3	3	0.978	*	WP_000530001.1	*	WP_000530001.1	*	*	*	*	WP_000530001.1	*
3	3	0.987	*	WP_001811487.1	*	WP_001811487.1	*	*	*	WP_001811487.1	*	*
4	4	0.875	NP_358554.1	WP_000837499.1	*	WP_000837488.1	*	*	*	WP_012512678.1	*	*
3	3	0.941	NP_359364.1	WP_000078816.1	*	WP_012677041.1	*	*	*	*	*	*
3	3	0.925	NP_359357.1	WP_000181087.1	*	WP_000181087.1	*	*	*	*	*	*
2	2	1	*	WP_000261798.1	*	WP_000261799.1	*	*	*	*	*	*
3	3	0.933	NP_359142.1	WP_000694288.1	*	WP_000694288.1	*	*	*	*	*	*
3	3	0.931	NP_359363.1	WP_000699969.1	*	WP_000699969.1	*	*	*	*	*	*
9	9	0.914	NP_358221.1	WP_000120709.1	WP_000120721.1	WP_000120707.1	WP_000120709.1	WP_000120709.1	*	WP_000120717.1	WP_000120707.1	WP_000120709.1
9	9	0.254	NP_359586.1	WP_000458116.1	WP_000458091.1	WP_000458147.1	WP_000458176.1	WP_000458131.1	WP_000458154.1	*	WP_000458103.1	WP_000458126.1
3	3	0.921	YP_008719805.1	WP_000693394.1	*	*	*	*	WP_000693394.1	*	*	*
4	4	0.78	YP_008719808.1	WP_001092029.1	*	*	WP_001092050.1	*	WP_001092034.1	*	*	*
9	9	0.911	NP_358462.1	WP_000006705.1	WP_000006708.1	WP_000006702.1	WP_000006703.1	WP_000006685.1	*	WP_000006712.1	WP_000006702.1	WP_000006685.1
7	7	0.823	*	*	WP_000022517.1	WP_000022518.1	WP_000022860.1	WP_000022864.1	*	WP_000022518.1	WP_000022518.1	WP_000022864.1
4	4	0.985	*	WP_000040341.1	*	*	*	WP_000040341.1	*	*	WP_000040327.1	WP_000040341.1
3	3	0.984	*	*	*	*	*	WP_000058656.1	*	*	WP_000058659.1	WP_000058656.1
9	9	0.917	NP_358645.1	WP_000105362.1	WP_000105362.1	WP_000105360.1	WP_000105360.1	WP_000105360.1	*	WP_000105360.1	WP_000105361.1	WP_000105360.1
9	9	0.892	NP_359578.1	WP_001127306.1	WP_001127305.1	WP_001127305.1	WP_001127305.1	WP_001127306.1	WP_001127306.1	*	WP_001127305.1	WP_001127306.1
8	8	0.91	NP_358881.1	WP_000122904.1	WP_000122904.1	WP_000122904.1	WP_000122907.1	WP_000122912.1	*	*	WP_000122904.1	WP_000122912.1
7	7	0.925	NP_358841.1	WP_000152216.1	*	WP_000152216.1	WP_000152233.1	WP_000152228.1	*	*	WP_000152237.1	WP_000152228.1
8	8	0.511	*	WP_000166031.1	WP_000166031.1	WP_000422781.1	WP_000422779.1	WP_000166031.1	WP_000422776.1	*	WP_000422779.1	WP_000166031.1
7	7	0.957	*	WP_000168548.1	WP_000168548.1	WP_000168548.1	WP_000168546.1	WP_000168548.1	*	*	WP_000168548.1	WP_000168548.1
9	9	0.91	NP_358635.1	WP_000174757.1	WP_000174769.1	WP_000174775.1	WP_000174775.1	WP_000174775.1	*	WP_000174789.1	WP_000174775.1	WP_000174775.1
7	7	0.964	*	WP_000225489.1	WP_000225487.1	WP_000225489.1	WP_000225487.1	WP_000225489.1	*	*	WP_001813557.1	WP_000225489.1
9	9	0.911	NP_359161.1	WP_000226001.1	WP_000226018.1	WP_000225980.1	WP_000226016.1	WP_000225999.1	*	WP_000226001.1	WP_000226001.1	WP_000225999.1
8	8	0.91	NP_358886.1	WP_000229353.1	WP_000229356.1	WP_000229352.1	WP_000229355.1	WP_000229365.1	*	*	WP_000229370.1	WP_000229365.1
9	9	0.909	NP_359555.1	WP_000614258.1	WP_000614254.1	WP_000614251.1	WP_000614270.1	WP_000614263.1	WP_000614259.1	*	WP_000614250.1	WP_000614263.1
5	5	0.888	NP_359177.1	WP_000924721.1	*	WP_000924718.1	*	*	WP_000924721.1	*	WP_000924721.1	*
8	8	0.608	NP_359178.1	WP_000244932.1	WP_000244933.1	WP_000244932.1	*	WP_000538701.1	WP_000244932.1	*	WP_000244932.1	WP_000244933.1
9	9	0.907	NP_359200.2	WP_000451131.1	WP_000451126.1	WP_000451120.1	WP_000970781.1	WP_000451164.1	WP_000451169.1	*	WP_000451148.1	WP_000451122.1
9	9	0.901	NP_359262.1	WP_000833731.1	WP_000833735.1	WP_000833735.1	WP_000833735.1	WP_000833735.1	WP_000833741.1	*	WP_000833735.1	WP_000833735.1
9	9	0.809	NP_359380.1	WP_000152673.1	WP_000152678.1	WP_001815764.1	WP_000152700.1	WP_000152692.1	WP_000152674.1	*	WP_000152680.1	WP_000152701.1
9	9	0.899	NP_359531.1	WP_000460907.1	WP_000460947.1	WP_000460916.1	WP_000460921.1	WP_000460916.1	WP_000460913.1	*	WP_000460931.1	WP_000460916.1
9	9	0.909	NP_359532.1	WP_000136824.1	WP_000136843.1	WP_000136830.1	WP_000136824.1	WP_000136830.1	WP_000136846.1	*	WP_000136851.1	WP_000136830.1
9	9	0.901	NP_359533.1	WP_000796544.1	WP_000796544.1	WP_000796544.1	WP_000796544.1	WP_001287349.1	WP_000796544.1	*	WP_000796544.1	WP_001287349.1
4	4	0.855	*	*	*	*	WP_000234318.1	WP_000356083.1	*	*	WP_000513492.1	WP_000356083.1
9	9	0.159	NP_359556.1	WP_001031125.1	WP_001841832.1	WP_001031113.1	WP_001031113.1	WP_001031113.1	WP_001031113.1	*	WP_041170912.1	WP_001031113.1
7	7	0.916	NP_359558.1	WP_000981721.1	*	WP_000981721.1	WP_000981721.1	WP_000981721.1	WP_000981721.1	*	*	WP_000981721.1
7	7	0.916	NP_359559.1	WP_000899623.1	*	WP_000899623.1	WP_000899623.1	WP_000899623.1	WP_000899623.1	*	*	WP_000899623.1
7	7	0.916	NP_359560.1	WP_000020988.1	*	WP_000020992.1	WP_000020992.1	WP_000020992.1	WP_000020993.1	*	*	WP_000020992.1
7	7	0.914	NP_359561.1	WP_000483179.1	*	WP_041179018.1	WP_000483180.1	WP_000483180.1	WP_000483180.1	*	*	WP_000483180.1
7	7	0.914	NP_359562.1	WP_000912113.1	*	WP_000912113.1	WP_000912113.1	WP_000912113.1	WP_000912113.1	*	*	WP_000912113.1
7	7	0.917	NP_359563.1	WP_001286140.1	*	WP_001286139.1	WP_001286140.1	WP_001286139.1	WP_001286139.1	*	*	WP_001286139.1
8	8	0.89	NP_359577.1	WP_001856324.1	WP_049754893.1	WP_001844696.1	*	WP_001808792.1	WP_001808792.1	*	WP_029645570.1	WP_001808792.1
5	5	0.953	*	*	*	*	WP_000814511.1	WP_000814511.1	WP_000814511.1	*	WP_000814511.1	WP_000814511.1
8	8	0.858	NP_358195.1	WP_000732428.1	WP_000732401.1	*	WP_001846820.1	WP_000732407.1	*	WP_000732400.1	WP_000732437.1	WP_000732407.1
4	4	0.979	*	*	*	WP_000747916.1	*	WP_000747916.1	*	*	WP_000747915.1	WP_000747915.1
9	9	0.912	NP_358643.2	WP_000752705.1	WP_000752697.1	WP_000752705.1	WP_000752697.1	WP_000752702.1	*	WP_000752705.1	WP_000752700.1	WP_000752702.1
7	7	0.957	*	WP_000769432.1	WP_000769431.1	*	WP_000769431.1	WP_000769431.1	*	WP_000769428.1	WP_000769428.1	WP_000769431.1
7	7	0.923	*	WP_000771898.1	WP_000771898.1	WP_000771901.1	*	WP_000771908.1	WP_000771898.1	*	WP_000771898.1	WP_000771908.1
4	4	0.555	*	*	*	*	*	WP_000785363.1	*	WP_000785368.1	WP_000439975.1	WP_000785363.1
5	5	0.332	*	*	*	WP_000797955.1	*	WP_000797961.1	WP_000577774.1	*	WP_000797961.1	WP_000797961.1
5	5	0.953	*	*	*	*	WP_000804885.1	WP_000804885.1	WP_000804885.1	*	WP_000804885.1	WP_000804885.1
3	3	0.954	*	*	*	*	WP_000720031.1	*	*	*	WP_000720032.1	WP_000720032.1
6	6	0.909	NP_359256.1	WP_000850938.1	*	WP_000850938.1	*	WP_000850938.1	*	*	WP_000850938.1	WP_000850938.1
5	5	0.954	*	*	*	*	WP_000857133.1	WP_000857133.1	WP_000857133.1	*	WP_000857133.1	WP_000857133.1
6	6	0.941	*	*	*	WP_000866913.1	WP_000866916.1	WP_000866916.1	*	WP_000866917.1	WP_000866913.1	WP_000866916.1
9	9	0.913	NP_358641.1	WP_000873993.1	WP_000873987.1	WP_000873990.1	WP_000873993.1	WP_000873995.1	*	WP_000873987.1	WP_000873985.1	WP_000873995.1
7	7	0.912	NP_359340.1	WP_000890144.1	WP_000890145.1	*	WP_000890144.1	WP_000890144.1	*	*	WP_000890144.1	WP_000890144.1
9	9	0.911	NP_357849.1	WP_000901567.1	WP_000901566.1	WP_000901566.1	WP_000901566.1	WP_000901566.1	*	WP_000901566.1	WP_000901566.1	WP_000901566.1
3	3	0.989	*	*	*	*	*	WP_000915345.1	*	*	WP_000915346.1	WP_000915345.1
4	4	0.963	*	*	*	*	*	WP_000968321.1	*	WP_000968322.1	WP_000968321.1	WP_000968321.1
4	4	0.938	*	*	*	*	*	WP_000516551.1	WP_000516547.1	*	WP_000516547.1	WP_000516551.1
4	4	1	*	*	*	WP_000418159.1	*	WP_000418159.1	*	*	WP_000418165.1	WP_000418159.1
6	6	0.908	NP_359257.1	WP_000418960.1	*	WP_000418960.1	*	WP_000418960.1	*	*	WP_000418960.1	WP_000418960.1
9	9	0.912	NP_358167.1	WP_000421637.1	WP_000421656.1	WP_000421653.1	WP_000421655.1	WP_000421633.1	*	WP_000421658.1	WP_000421654.1	WP_000421633.1
9	9	0.912	NP_359093.1	WP_000429645.1	WP_000429641.1	WP_000429645.1	WP_000429645.1	WP_000429645.1	*	WP_000429644.1	WP_000429645.1	WP_000429645.1
9	9	0.911	NP_358644.1	WP_000448721.1	WP_000448724.1	WP_000448728.1	WP_000448709.1	WP_000448724.1	*	WP_000448724.1	WP_000448724.1	WP_000448724.1
5	5	0.903	*	*	*	WP_000450180.1	WP_000450177.1	WP_000450181.1	*	*	WP_000450181.1	WP_000450181.1
4	4	0.985	*	*	*	WP_000466656.1	WP_000466656.1	*	*	*	WP_000466653.1	WP_000466655.1
9	9	0.765	NP_359076.1	WP_000737927.1	WP_000737930.1	WP_000737927.1	WP_000737929.1	WP_000505773.1	*	WP_000737921.1	WP_000737926.1	WP_000505772.1
9	9	0.896	NP_359169.1	WP_000614552.1	WP_000614540.1	WP_000614540.1	WP_000614538.1	WP_000614538.1	WP_000614540.1	*	WP_000614540.1	WP_000614533.1
6	6	0.959	*	WP_000526284.1	*	WP_000526284.1	WP_000526284.1	WP_000526286.1	*	*	WP_000526284.1	WP_000526286.1
4	4	0.949	*	*	*	WP_000529016.1	*	WP_000529016.1	*	*	WP_000529019.1	WP_000529017.1
8	8	0.907	NP_358444.1	WP_000566988.1	WP_000566988.1	WP_000566988.1	WP_000566988.1	WP_000566986.1	*	*	WP_000566988.1	WP_000566986.1
4	4	0.882	*	*	*	*	*	WP_000606577.1	*	WP_000606578.1	WP_001813579.1	WP_000606577.1
8	8	0.911	NP_358883.1	WP_000657828.1	WP_000657818.1	WP_000657838.1	WP_000657832.1	WP_000657840.1	*	*	WP_000657834.1	WP_000657840.1
4	4	0.981	*	*	*	WP_000669745.1	*	WP_000669748.1	*	*	WP_000669745.1	WP_000669748.1
9	9	0.912	NP_359635.1	WP_000695929.1	WP_000695929.1	WP_000695929.1	WP_000695929.1	WP_000695929.1	*	WP_000695929.1	WP_000695929.1	WP_000695929.1
8	8	0.909	NP_358882.1	WP_000708383.1	WP_000708375.1	WP_000708386.1	WP_000708370.1	WP_000708390.1	*	*	WP_000708385.1	WP_000708390.1
10	10	0.899	NP_359444.1	WP_000538320.1	WP_015898733.1	WP_001844016.1	WP_000538320.1	WP_000538320.1	WP_000538319.1	WP_041170936.1	WP_000538320.1	WP_000538320.1
10	10	0.904	NP_358141.1	WP_033606713.1	WP_000560282.1	WP_000125044.1	WP_000125039.1	WP_033608547.1	WP_033606713.1	WP_033608547.1	WP_000125045.1	WP_000125044.1
7	7	0.613	*	*	*	WP_000643403.1	WP_000643401.1	WP_000643404.1	WP_000643401.1	WP_033622707.1	WP_000643406.1	WP_000643406.1
10	10	0.889	NP_359013.1	WP_010976585.1	WP_001809157.1	WP_001809157.1	WP_033629520.1	WP_001809157.1	WP_001809157.1	WP_033622775.1	WP_001809157.1	WP_001809157.1
10	10	0.914	NP_358818.1	WP_033682485.1	WP_001837759.1	WP_041179015.1	WP_033629275.1	WP_001826435.1	WP_001839472.1	WP_033622804.1	WP_033607870.1	WP_001826435.1
9	9	0.875	*	WP_001809069.1	WP_001809069.1	WP_001809069.1	WP_001809069.1	WP_001811138.1	WP_001811138.1	WP_033622870.1	WP_001809069.1	WP_001811138.1
10	10	0.899	NP_357807.1	WP_000090781.1	WP_000090781.1	WP_000090781.1	WP_000090781.1	WP_000090781.1	WP_000090781.1	WP_041170930.1	WP_000090781.1	WP_000090781.1
10	10	0.902	NP_358759.1	WP_000863638.1	WP_000863628.1	WP_000863651.1	WP_000863631.1	WP_000863626.1	WP_000863651.1	WP_000863633.1	WP_000863653.1	WP_000863626.1
6	6	0.95	*	*	*	*	WP_000804748.1	WP_012677156.1	WP_012291584.1	WP_041170934.1	WP_000804748.1	WP_001814875.1
8	8	0.954	*	*	WP_033604818.1	WP_032495994.1	WP_032495994.1	WP_033604818.1	WP_032495994.1	WP_032495994.1	WP_033604818.1	WP_033604818.1
10	10	0.901	NP_358187.1	WP_001222592.1	WP_001810412.1	WP_001222592.1	WP_001222592.1	WP_001222592.1	WP_001222592.1	WP_041170943.1	WP_001222592.1	WP_001222592.1
10	10	0.761	NP_358605.1	WP_001821022.1	WP_001821343.1	WP_001821022.1	WP_001844773.1	WP_001821343.1	WP_001821343.1	WP_041170945.1	WP_001821343.1	WP_001821343.1
